Text,predicted_value
nel suo pamphlet sulla specializzazione frammentazione e disgregazione del sapere lucio russo conclude «non è facile prevedere lesito dellesperimento sociologicoculturale di massa di wikipedia ma credo che in ogni caso questo tentativo di ricostruire dal basso uno strumento condivisibile di conoscenza al quale stanno partecipando milioni di volontari di tutto il mondo costituisca unesperienza da cui non si potrà prescindere in futuro e autorizza qualche timida speranza» wikipedia ha vinto due premi importanti nel maggio  il primo è stato un golden nica per le comunità digitali allinterno del prix ars electronica di linz in austria in cui annualmente sono consegnati premi nel campo dellarte elettronica ed interattiva dellanimazione al computer della cultura digitale e della musica,Italian
ξύπνησα ότι ήταν όλα χαμόγελα και γέλια εδώ γλυκιά μου να μου πει τι ονειρευόσασταν,Greek
la question de responsabilité est d’autant plus compliquée que la priorité chez les concepteurs réside en la conception d’un algorithme optimal et non pas de le comprendre,French
ಅದು ಏನೂ ಅಲ್ಲ,Kannada
vilket betyder vilket uppmanar personen att upprepa igen,Sweedish
 o portavoz da wikimedia foundation jay walsh disse que a wikipédia não possui material que consideremos ilegal,Portugeese
por favor acepte mis disculpas,Portugeese
இந்த விஷயத்தில் எனக்கு ஒரு கருத்து இல்லை,Tamil
oprindeligt var det udelukkende en engelsksproget encyklopædi men andre sprogversioner blev hurtigt udviklet,Danish
 others suggest that the growth is flattening naturally because articles that could be called lowhanging fruit—topics that clearly merit an article—have already been created and built up extensively,English
para siabra se dan en el wikipedista lo que habermas consideraba como criterios del participante en una situación ideal de comunicación verdad rectitud y veracidad,Spanish
bien comencemos,Spanish
het staat als gerenommeerd bekend,Dutch
selon lui seule la société naturaliste occidentale produit cette frontière entre soi et autrui à travers l’idée de « nature » dans le sens de « ce qui ne relève pas de la culture » ce qui ne relève pas des traits distinctifs de l’espèce humaine et des savoirs et savoirfaire humains une des quatre définitions énumérées plus haut,French
hvad sker der hvis du ikke fangede noget eller det ikke forstod den person du altid kan spørge fik jeg dig ret ,Danish
où avezvous les nouvelles comme comment allezvous,French
theyre like good for you it would be better without you and this is a negative meaning so really listen to the intonation,English
et tu es comme oh ça lexplique qui lexplique,French
أو كان العمل بطيئًا هذا الربع ، يمكنك استخدامه في حياتك اليومية إذا كنت تشعر بالتعب الشديد يومًا ما يمكنك إخبار والدتك أو يمكنك معرفة ذلك,Arabic
 அதனால் அந்த ஆண்டின் இறுதியில் விக்கிப்பீடியா விளம்பரங்களைக் காட்டாது என்றும் அதன் இணையதளம் wikipediaorg என்ற வலைதளத்துக்கு மாற்றம் செய்துவிட்டதாகவும் ஜிம்மி வேல்ஸ் அறிவித்தார்,Tamil
frågeställningarna rör även synen på wikipedias roll i samhället i ljuset av kapitalistiska och kommunistiska infallsvinklar,Sweedish
görüşler,Turkish
questo premio normalmente consegnato a singole persone che si sono distinte per il loro contributo al web in giapponese è stato ritirato da un collaboratore di lunga data per conto del progetto,Italian
لا داعى للقلق,Arabic
en répondant aux questions par traitement de langage naturel,French
συγγνώμη,Greek
oprindeligt startede wikipedia med at køre på usemodwiki skrevet af clifford adams,Danish
hold et øjeblik,Danish
det anses allmänt bland sociologer att det behövs en kritisk massa när en heterogen grupp med individer med både olika förutsättningar och motivation ska komma igång med att producera ”allmän egendom”,Sweedish
also if you liked this video give it a thumbs up by hitting the like button and remember to subscribe to this channel by clicking the subscribe button to get my latest lessons right here on youtube,English
comunque queste proposte riguardanti la provenienza sono abbastanza controverse,Italian
é melhor eu ir por outra maneira de dizer adeus,Portugeese
één is overspoeld overspoeld betekent verdrinken of overstromen maar overspoeld wordt vaak gebruikt in de context van werk zoals ik  m overspoeld met werk ik heb te veel werk te doen ik ben de hele week overspoeld met werk ik heb amper tijd gehad om te ademen laten we nu eens kijken naar de wortel van dit woord,Dutch
würde es ihnen etwas ausmachen mir etwas geld zu leihen,German
à partir de lété  tous les sites sont progressivement migrés vers mediawiki,French
foi esclarecido que esta política não está em debate mas ela temse revelado controversa,Portugeese
இதையெல்லாம் நீங்கள் சாப்பிட வேண்டும் நான் உங்களுக்கு ஆடம்பரமான விஷயங்களை விரும்பினேன் என்று நினைத்தேன் நான் உன்னை திருமணம் செய்து கொள்ள விரும்பவில்லை நான் வீட்டிற்கு செல்ல விரும்புகிறேன்,Tamil
media files covered by free content licenses eg,English
நீங்கள் அதை மீண்டும் செய்ய நினைப்பீர்களா,Tamil
ஒரு கேள்வியைத் தவிர்ப்பது,Tamil
el gusto es mio,Spanish
¿no es todo lo que tienes que saber madre que merezco a alguien como un príncipe o un caballero,Spanish
 wikipedia har kritiserats för att en liten grupp människor står för den största delen av innehållet,Sweedish
arthur samuel che coniò il termine nel  in linea di principio identifica due approcci distinti,Italian
o comediante stephen colbert citou a wikipédia em vários episódios de seu programa the colbert report e cunhou o termo relacionado wikiality que significa juntos podemos criar uma realidade que todos nós concordamos,Portugeese
hej lugna dig själv tillsammans en annan fras som,Sweedish
hier soir bien maman cétait un rêve tellement incroyable tu sais quil y avait ce prince qui est venu vers moi,French
la volonté de wikipédia de diffuser du contenu libre y compris pour nombre de ses illustrations a eu une petite influence en italie sur le débat parlementaire relatif aux libertés et à la protection du droit dauteur,French
da wikipedia e nupedia nacque nel  la wikimedia foundation lorganizzazione non profit che sostiene wikipedia e i progetti fratelli il primo dei quali fu in memoriam september  wiki che nel tempo si sono aggiunti ognuno dei quali è specializzato in un determinato ambito del sapere,Italian
in computational learning theory a computation is considered feasible if it can be done in polynomial time,English
 on february   the new york times reported that wikipedia has  billion page views and nearly  million unique visitors a month according to the ratings firm comscore,English
